GEO_ID,STATE_FIPS,CNTY_FIPS,TRACT,CENSUSAREA,STCOFIPS,FIPS,STATE_ABBR,STATE_NAME,COUNTY,LOCATION,TOTPOP,E_TOTPOP,M_TOTPOP,HU,E_HU,M_HU,HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDIP,M_NOHSDIP,AGE65,AGE17,SNGPRNT,MINORITY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,GROUPQ,E_P_POV,M_P_POV,E_P_UNEMP,M_P_UNEMP,E_P_PCI,M_P_PCI,E_P_NOHSDIP,M_P_NOHSDIP,P_AGE65,P_AGE17,P_SNGPRNT,P_MINORITY,E_P_LIMENG,M_P_LIMENG,E_P_MUNIT,M_P_MUNIT,E_P_MOBILE,M_P_MOBILE,E_P_CROWD,M_P_CROWD,E_P_NOVEH,M_P_NOVEH,P_GROUPQ,E_PL_POV,E_PL_UNEMP,E_PL_PCI,E_PL_NOHSDIP,S_PL_THEME1,R_PL_THEME1,PL_AGE65,PL_AGE17,PL_SNGPRNT,S_PL_THEME2,R_PL_THEME2,PL_MINORITY,E_PL_LIMENG,S_PL_THEME3,R_PL_THEME3,E_PL_MUNIT,E_PL_MOBILE,E_PL_CROWD,E_PL_NOVEH,PL_GROUPQ,S_PL_THEME4,R_PL_THEME4,S_PL_THEMES,R_PL_THEMES,F_PL_POV,F_PL_UNEMP,F_PL_PCI,F_PL_NOHSDIP,F_PL_THEME1,F_PL_AGE65,F_PL_AGE17,F_PL_SNGPRNT,F_PL_THEME2,F_PL_MINORITY,F_PL_LIMENG,F_PL_THEME3,F_PL_MUNIT,F_PL_MOBILE,F_PL_CROWD,F_PL_NOVEH,F_PL_GROUPQ,F_PL_THEME4,F_PL_TOTAL
1400000US26065005303,26,065,005303,1.531,26065,26065005303,MI,Michigan,Ingham County,"Census Tract 53.03, Ingham County, Michigan",4639.0,4631.0,530.0,2295.0,2346.0,70.0,2136.0,958.0,313.0,261.0,365.0,22038.0,3126.0,382.0,324.0,710.0,946.0,225.0,1662.0,200.0,426.0,706.0,206.0,49.0,34.0,0.0,154.0,342.0,123.0,92.0,0.208125,0.063687,0.118367,0.164381,22038.0,3126.0,0.127079,0.10704068,0.15305,0.203923,0.10533707,0.358266,0.025134,0.067172,0.300937,0.08734871,0.020886,0.01447935,0.0,0.07418112,0.164739,0.05738064,0.019831,0.737,0.568,0.5678,0.5845,2.4573,0.6534,0.636,0.229,0.573,1.438,0.433,0.759,0.847,1.606,0.91,0.9328,0.6279,0.0,0.8682,0.8,3.2289,0.8653,8.7302,0.8105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1400000US26065005800,26,065,005800,7.152,26065,26065005800,MI,Michigan,Ingham County,"Census Tract 58, Ingham County, Michigan",5586.0,5335.0,238.0,2418.0,2345.0,154.0,2201.0,453.0,230.0,126.0,384.0,33370.0,3217.0,137.0,316.0,658.0,1570.0,218.0,381.0,41.0,397.0,219.0,158.0,105.0,44.0,16.0,112.0,56.0,37.0,16.0,0.08491,0.042944,0.043091,0.131247,33370.0,3217.0,0.039561,0.09122232,0.117794,0.281059,0.09904588,0.068206,0.018152,0.134191,0.09339,0.06709768,0.044776,0.01853148,0.007473,0.05230985,0.026156,0.01720159,0.002864,0.366,0.056,0.148,0.1209,0.6909,0.1082,0.358,0.848,0.521,1.727,0.693,0.297,0.788,1.085,0.596,0.7379,0.6995,0.4232,0.2835,0.5285,2.6726,0.661,6.1755,0.4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26065006100,26,065,006100,36.183,26065,26065006100,MI,Michigan,Ingham County,"Census Tract 61, Ingham County, Michigan",4240.0,4250.0,229.0,1767.0,1687.0,90.0,1582.0,354.0,90.0,255.0,198.0,23961.0,1491.0,232.0,125.0,504.0,1091.0,164.0,197.0,6.0,422.0,33.0,155.0,143.0,44.0,45.0,112.0,48.0,25.0,36.0,0.08347,0.020745,0.110151,0.08515,23961.0,1491.0,0.083273,0.04463961,0.118867,0.257311,0.10366624,0.046462,0.005289,0.143864,0.019561,0.09187315,0.084765,0.02568678,0.028938,0.07200493,0.030868,0.01597082,0.00849,0.359,0.507,0.4701,0.3453,1.6814,0.4038,0.367,0.7,0.558,1.625,0.612,0.142,0.524,0.666,0.287,0.4606,0.7844,0.816,0.3452,0.7114,3.1176,0.8312,7.09,0.5685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26065006401,26,065,006401,36.41,26065,26065006401,MI,Michigan,Ingham County,"Census Tract 64.01, Ingham County, Michigan",3525.0,3507.0,35.0,1334.0,1213.0,135.0,1289.0,153.0,195.0,63.0,438.0,26479.0,4643.0,260.0,291.0,455.0,862.0,83.0,197.0,50.0,412.0,0.0,189.0,0.0,109.0,8.0,110.0,0.0,154.0,7.0,0.04399,0.05606,0.042625,0.29626,26479.0,4643.0,0.107571,0.1202193,0.129078,0.244539,0.064391,0.055886,0.0,0.132121,0.0,0.15581204,0.0,0.08985985,0.006808,0.09361485,0.0,0.13106383,0.001985,0.154,0.054,0.344,0.4914,1.0434,0.2095,0.451,0.585,0.219,1.255,0.257,0.213,0.0,0.213,0.068,0.0,0.0,0.4051,0.0,0.461,0.8661,0.0726,3.3775,0.0405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26067030100,26,067,030100,107.86,26067,26067030100,MI,Michigan,Ionia County,"Census Tract 301, Ionia County, Michigan",6613.0,6595.0,266.0,2758.0,2656.0,129.0,2456.0,847.0,198.0,424.0,144.0,19490.0,1010.0,664.0,185.0,840.0,1652.0,232.0,348.0,13.0,408.0,29.0,155.0,563.0,86.0,41.0,28.0,76.0,26.0,50.0,0.13073,0.030025,0.137439,0.045861,19490.0,1010.0,0.15043,0.04120467,0.127022,0.24981,0.09446254,0.052623,0.009295,0.115207,0.010918,0.05835602,0.211972,0.03069918,0.016872,0.01149636,0.031275,0.01060204,0.00756,0.552,0.666,0.6942,0.6971,2.6093,0.6964,0.435,0.634,0.491,1.56,0.547,0.19,0.653,0.843,0.402,0.396,0.9416,0.6566,0.3485,0.6944,3.0371,0.8047,8.0494,0.7194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1400000US26067031200,26,067,031200,71.519,26067,26067031200,MI,Michigan,Ionia County,"Census Tract 312, Ionia County, Michigan",4949.0,4901.0,145.0,2116.0,2100.0,108.0,1898.0,775.0,261.0,289.0,260.0,22375.0,3933.0,396.0,219.0,663.0,1302.0,223.0,398.0,29.0,409.0,90.0,114.0,218.0,64.0,6.0,109.0,77.0,45.0,6.0,0.15813,0.053048,0.120617,0.107973,22375.0,3933.0,0.124685,0.06868564,0.133966,0.263083,0.11749209,0.08042,0.0,6.055555,0.042857,0.05424095,0.103809,0.03000493,0.00312,0.05668202,0.040041,0.02330245,0.001212,0.628,0.582,0.5507,0.5734,2.3341,0.6177,0.495,0.743,0.637,1.875,0.803,0.356,0.0,0.356,0.113,0.5848,0.8189,0.3194,0.4316,0.3731,2.5278,0.5949,7.0929,0.5703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26067982200,26,067,982200,0.76,26067,26067982200,MI,Michigan,Ionia County,"Census Tract 9822, Ionia County, Michigan",3764.0,3390.0,264.0,7.0,0.0,109.0,7.0,0.0,154.0,0.0,487.0,3385.0,2450.0,696.0,341.0,38.0,15.0,1.0,2191.0,27.0,408.0,0.0,189.0,0.0,109.0,0.0,154.0,0.0,154.0,3751.0,0.0,-999.0,0.0,-999.0,3385.0,2450.0,0.27499,0.1324729,0.010095,0.003985,0.14285714,0.582093,0.001236,0.104377,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.996546,0.0,0.0,0.9964,0.932,1.9284,0.4938,0.007,0.005,0.734,0.746,0.039,0.835,0.312,1.147,0.633,0.0,0.0,0.0,0.0,0.9964,0.9964,0.0951,4.8178,0.2008,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3
1400000US26069000800,26,069,000800,22.581,26069,26069000800,MI,Michigan,Iosco County,"Census Tract 8, Iosco County, Michigan",1546.0,1373.0,196.0,1776.0,1794.0,97.0,755.0,224.0,123.0,142.0,416.0,20245.0,2665.0,140.0,272.0,518.0,225.0,61.0,42.0,0.0,436.0,8.0,155.0,157.0,79.0,0.0,154.0,46.0,32.0,0.0,0.163146,0.086504,0.275193,0.797617,20245.0,2665.0,0.13195,0.25572692,0.335058,0.145536,0.0807947,0.027166,0.006457,0.094235,0.004459,0.08639877,0.087513,0.04378072,0.0,0.22031474,0.065808,0.04480117,0.0,0.642,0.934,0.6607,0.614,2.8507,0.7635,0.994,0.051,0.369,1.414,0.41,0.014,0.566,0.58,0.232,0.3187,0.7891,0.0,0.6116,0.0,1.7194,0.2675,6.5641,0.4778,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2
1400000US26073000100,26,073,000100,107.4,26073,26073000100,MI,Michigan,Isabella County,"Census Tract 1, Isabella County, Michigan",3652.0,3983.0,222.0,1869.0,1844.0,69.0,1424.0,745.0,242.0,275.0,203.0,19522.0,1652.0,427.0,203.0,576.0,849.0,125.0,199.0,11.0,393.0,0.0,189.0,322.0,55.0,38.0,112.0,52.0,20.0,15.0,0.187846,0.060072,0.149051,0.109312,19522.0,1652.0,0.157622,0.07430274,0.157721,0.232475,0.08778089,0.05449,0.0,0.192664,0.0,0.10249458,0.17462,0.02910196,0.026443,0.07792555,0.036186,0.01376386,0.004107,0.698,0.712,0.6935,0.7255,2.829,0.7587,0.669,0.466,0.435,1.57,0.558,0.203,0.0,0.203,0.065,0.0,0.9103,0.7938,0.3931,0.5938,2.691,0.6657,7.293,0.6042,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1400000US26073000500,26,073,000500,0.536,26073,26073000500,MI,Michigan,Isabella County,"Census Tract 5, Isabella County, Michigan",4516.0,5114.0,834.0,1204.0,1397.0,147.0,1083.0,2375.0,661.0,442.0,453.0,9697.0,1216.0,35.0,424.0,116.0,182.0,34.0,450.0,33.0,411.0,423.0,155.0,0.0,109.0,12.0,111.0,124.0,144.0,1249.0,0.671283,0.098717,0.145682,0.144875,9697.0,1216.0,0.032051,0.38825139,0.025686,0.040301,0.03139427,0.099645,0.0,0.192155,0.302791,0.10627893,0.0,0.07802434,0.010948,0.10125647,0.113138,0.12965457,0.276572,0.992,0.702,0.9625,0.0888,2.7453,0.7376,0.013,0.012,0.021,0.046,0.01,0.427,0.0,0.427,0.146,0.9343,0.0,0.5249,0.7731,0.9826,3.2149,0.8606,6.4332,0.457,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,4
1400000US26073940200,26,073,940200,89.303,26073,26073940200,MI,Michigan,Isabella County,"Census Tract 9402, Isabella County, Michigan",5699.0,5584.0,273.0,2315.0,2258.0,108.0,2106.0,1089.0,261.0,443.0,207.0,19772.0,1371.0,627.0,145.0,606.0,1560.0,314.0,1272.0,3.0,422.0,3.0,154.0,633.0,77.0,80.0,113.0,56.0,26.0,21.0,0.197533,0.04638,0.173453,0.080222,19772.0,1371.0,0.181686,0.04067607,0.106334,0.273732,0.14909781,0.223197,0.006462,0.080486,0.001328,0.06820192,0.280336,0.03135426,0.040465,0.05711295,0.028325,0.01305647,0.003684,0.719,0.793,0.6808,0.8036,2.9964,0.7959,0.271,0.816,0.751,1.838,0.778,0.649,0.567,1.216,0.682,0.2987,0.9713,0.898,0.3085,0.5768,3.0533,0.8094,9.1037,0.8564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1400000US26075000100,26,075,000100,0.952,26075,26075000100,MI,Michigan,Jackson County,"Census Tract 1, Jackson County, Michigan",2778.0,2627.0,412.0,1355.0,1467.0,52.0,1176.0,570.0,281.0,202.0,357.0,17967.0,3022.0,147.0,317.0,270.0,751.0,221.0,541.0,13.0,423.0,182.0,80.0,61.0,76.0,0.0,154.0,111.0,73.0,0.0,0.216977,0.101408,0.165709,0.290978,17967.0,3022.0,0.084677,0.18224048,0.097192,0.270338,0.18792517,0.194744,0.005539,0.09104,0.124062,0.05435546,0.041581,0.05178544,0.0,0.13028765,0.093908,0.061092,0.0,0.753,0.772,0.7602,0.3525,2.6377,0.7048,0.217,0.796,0.826,1.839,0.778,0.614,0.535,1.149,0.633,0.7924,0.6926,0.0,0.7114,0.0,2.1964,0.4352,7.8221,0.6859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26075001300,26,075,001300,0.663,26075,26075001300,MI,Michigan,Jackson County,"Census Tract 13, Jackson County, Michigan",2626.0,2357.0,405.0,1118.0,1263.0,83.0,929.0,472.0,270.0,222.0,322.0,17393.0,2309.0,180.0,338.0,263.0,823.0,235.0,1572.0,0.0,436.0,0.0,189.0,0.0,109.0,19.0,112.0,90.0,70.0,14.0,0.200254,0.109262,0.175632,0.252386,17393.0,2309.0,0.114068,0.21354896,0.100152,0.313404,0.25296017,0.598629,0.0,0.366078,0.0,0.14964371,0.0,0.08630245,0.020474,0.1206518,0.096982,0.0740598,0.005331,0.724,0.798,0.7872,0.5227,2.8319,0.7591,0.234,0.939,0.913,2.086,0.943,0.841,0.0,0.841,0.399,0.0,0.0,0.7147,0.7241,0.641,2.0798,0.3942,7.8387,0.688,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2
1400000US26075005600,26,075,005600,16.091,26075,26075005600,MI,Michigan,Jackson County,"Census Tract 56, Jackson County, Michigan",6782.0,7316.0,572.0,3309.0,3409.0,242.0,2883.0,972.0,417.0,352.0,350.0,24045.0,1991.0,556.0,294.0,1200.0,1698.0,344.0,722.0,0.0,436.0,645.0,155.0,927.0,188.0,0.0,154.0,294.0,128.0,14.0,0.133168,0.056186,0.093617,0.092572,24045.0,1991.0,0.118524,0.061949,0.176938,0.250368,0.11932015,0.106458,0.003426,0.096619,0.189205,0.04343876,0.271927,0.05165931,0.0,0.04954955,0.094594,0.04054743,0.002064,0.558,0.383,0.4661,0.5424,1.9495,0.5036,0.778,0.641,0.647,2.066,0.935,0.446,0.428,0.874,0.425,0.8661,0.9681,0.0,0.7143,0.4657,3.0142,0.7953,7.9037,0.6979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1400000US26075006301,26,075,006301,34.272,26075,26075006301,MI,Michigan,Jackson County,"Census Tract 63.01, Jackson County, Michigan",2961.0,2976.0,17.0,1343.0,1262.0,91.0,1168.0,183.0,102.0,120.0,382.0,26784.0,2945.0,145.0,314.0,488.0,643.0,83.0,114.0,9.0,422.0,9.0,155.0,26.0,25.0,11.0,110.0,49.0,35.0,6.0,0.061491,0.034272,0.088823,0.282323,26784.0,2945.0,0.071996,0.15586516,0.164809,0.217156,0.07106164,0.0385,0.0,0.16559,0.007131,0.12281984,0.020602,0.01975404,0.010064,0.10063826,0.04483,0.0318855,0.002026,0.243,0.348,0.3335,0.2849,1.2094,0.2602,0.712,0.325,0.284,1.321,0.323,0.074,0.0,0.074,0.019,0.3572,0.6265,0.5031,0.4697,0.4628,2.4193,0.5397,5.0237,0.2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26075006600,26,075,006600,72.112,26075,26075006600,MI,Michigan,Jackson County,"Census Tract 66, Jackson County, Michigan",4830.0,4974.0,177.0,1998.0,1922.0,111.0,1828.0,643.0,175.0,220.0,276.0,19146.0,1253.0,379.0,170.0,639.0,1131.0,172.0,197.0,5.0,422.0,27.0,111.0,367.0,72.0,53.0,113.0,94.0,55.0,0.0,0.130109,0.035081,0.094178,0.117902,19146.0,1253.0,0.118734,0.0528814,0.132298,0.234161,0.0940919,0.040786,0.003165,0.148434,0.014047,0.05774664,0.190946,0.03580108,0.029493,0.06286284,0.052309,0.03047873,0.0,0.551,0.39,0.7157,0.5446,2.2013,0.5805,0.481,0.484,0.486,1.451,0.448,0.094,0.412,0.506,0.19,0.4254,0.926,0.8196,0.5256,0.0,2.6966,0.6672,6.8549,0.5248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
